열_1,열_2,열_3,열_4,열_5,열_6,열_7,열_8,열_9,열_10,열_11,열_12,열_13,열_14,열_15,열_16,열_17,열_18,열_19,열_20,열_21,열_22,열_23,열_24,열_25
융합기술대학,웰니스융합전공,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,4
융합기술대학,웰니스융합전공,일반편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
융합기술대학,웰니스융합전공,학사편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
융합기술대학,간호학과(의료인력),일반편입,11,15,26,0,36,0,58,94,0,0,0,0,0,0,0,0,0,0,10,130,1.7,0
공과대학,전자공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,전자공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,전자공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,소프트웨어학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,소프트웨어학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,소프트웨어학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,컴퓨터공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,컴퓨터공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,컴퓨터공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,컴퓨터시스템공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,컴퓨터시스템공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,컴퓨터시스템공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,컴퓨터소프트웨어공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,컴퓨터소프트웨어공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,컴퓨터소프트웨어공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,스마트정보통신공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,스마트정보통신공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,스마트정보통신공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,정보통신공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,정보통신공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,정보통신공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,경영공학과,일반,11,22,33,0,0,15,45,60,0,0,36,36,0,0,36,36,60,21,37,130,1.7,4
공과대학,경영공학과,일반편입,11,22,33,0,0,0,60,60,0,0,36,36,0,0,36,36,60,21,37,130,1.7,0
공과대학,경영공학과,학사편입,11,22,33,0,0,0,60,60,0,0,36,36,0,0,36,36,60,21,37,130,1.7,0
공과대학,그린화학공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,그린화학공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,그린화학공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,의생명공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,의생명공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,의생명공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,환경공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,환경공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,환경공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,건설시스템공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,건설시스템공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,건설시스템공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,정보보안공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,정보보안공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,정보보안공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,시스템반도체공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,시스템반도체공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,시스템반도체공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,휴먼지능로봇공학과,일반,11,22,33,0,0,15,59,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,4
공과대학,휴먼지능로봇공학과,일반편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,휴먼지능로봇공학과,학사편입,11,22,33,0,0,0,74,74,0,0,36,36,0,0,36,36,74,21,23,130,1.7,0
공과대학,지능형로봇학과,일반,11,22,33,0,0,17,43,60,0,0,36,36,0,0,36,36,60,24,37,130,1.7,4
공과대학,빅데이터연계전공,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,4
공과대학,빅데이터연계전공,일반편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
공과대학,빅데이터연계전공,학사편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
공과대학,스마트웹&앱연계전공,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,4
공과대학,스마트웹&앱연계전공,일반편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
공과대학,스마트웹&앱연계전공,학사편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
공과대학,스마트팜연계전공,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,36,0,0,0,0,0.0,4
공과대학,스마트팜연계전공,일반편입,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,36,0,0,0,0,0.0,0
공과대학,스마트팜연계전공,학사편입,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,36,0,0,0,0,0.0,0
공과대학,스마트헬스케어연계전공,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,4
공과대학,스마트헬스케어연계전공,일반편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
공과대학,스마트헬스케어연계전공,학사편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
공과대학,빅데이터융합전공,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,4
공과대학,빅데이터융합전공,일반편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
공과대학,빅데이터융합전공,학사편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
공과대학,로봇AI융합전공,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,4
공과대학,로봇AI융합전공,일반편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
공과대학,로봇AI융합전공,학사편입,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0.0,0
